NOME	REGIME	ANO	NÚMERO	CURSO
Lavinia Fogaca	trabalhador-estudante	2	3416	EM
Maria Alice da Rocha	trabalhador-estudante	2	5093	EA
Cecilia Moura	trabalhador-estudante	1	5135	TDMO
Kaique da Mota	trabalhador-estudante	1	4681	EI
Luana Moura	trabalhador-estudante	3	4913	TUR
Juan Azevedo	trabalhador-estudante	3	5370	EI
Gabriel Barbosa	trabalhador-estudante	1	3387	EC
Eduardo Cardoso	trabalhador-estudante	2	5313	EI
Alicia Barros	trabalhador-estudante	1	4139	GE
Alexia Cavalcanti	trabalhador-estudante	1	4208	TDM
Carlos Eduardo Teixeira	trabalhador-estudante	3	5289	EM
Julia Cunha	trabalhador-estudante	1	3363	GE
Luiz Henrique Azevedo	trabalhador-estudante	1	4967	CONT
Rafael Costa	normal	3	4701	EC
Catarina da Mata	normal	3	4140	TUR
Pietro Moreira	normal	1	4691	MKT
Olivia Carvalho	dirigente associativo	3	5735	EM
Carlos Eduardo Pinto	normal	1	4188	TDMO
Clarice Pinto	normal	1	5915	MKT
Natalia Lima	normal	3	4549	EM
Maria Julia Melo	normal	1	5130	EM
Sabrina Pires	normal	3	4022	MKT
Stella Azevedo	normal	2	5500	EM
Alana Rocha	normal	1	4371	EM
Thales Lima	normal	1	5697	TDMO
Gabriel Fernandes	normal	2	4531	TUR
Gabrielly da Mota	normal	1	5368	EC
Mirella da Rocha	normal	2	4291	EE
Lavinia Lima	normal	3	4678	GE
Olivia Azevedo	normal	3	4378	TDM
Manuela Peixoto	dirigente associativo	3	5042	MKT
Valentina Viana	normal	1	4022	EA
Renan da Cruz	normal	2	3681	TUR
Luigi Farias	normal	1	4588	EA
Joaquim Castro	normal	3	3994	EE
Sophie das Neves	normal	1	5217	TUR
Leonardo Azevedo	normal	2	5358	CONT
Larissa Moreira	normal	3	3636	TUR
Anthony Moreira	normal	3	5060	EC
Caua Sales	normal	1	3448	EI
Camila das Neves	normal	3	4936	EC
Matheus da Conceicao	normal	3	4000	TDM
Evelyn da Mata	normal	2	4672	EM
Alexandre da Rosa	normal	3	3709	TDMO
Ana Carolina Correia	normal	1	4285	MKT
Emanuella Cunha	normal	2	5469	GI
Kamilly Viana	normal	3	4719	EA
Cecilia Lima	normal	3	5704	EA
Beatriz Martins	normal	2	3559	TDMO
Raul Castro	normal	1	4250	EA
Maria Alice Costa	normal	3	5549	GE
Bianca Moreira	normal	1	4711	GI
Davi Lucas Almeida	normal	1	5779	MKT
Renan Fogaca	normal	3	3890	GE
Calebe Costela	normal	3	3459	MKT
Yago Souza	normal	1	5344	EC
Maria Fernanda Pinto	normal	3	3635	TDMO
Matheus Lopes	normal	1	4435	EE
Davi Luiz Pereira	normal	2	5240	MKT
Joao Pedro Lopes	normal	3	3592	TDM
Raul da Conceicao	normal	2	3160	EE
Stephany Fernandes	normal	3	5272	EM
Leonardo Martins	normal	2	3008	TUR
Kaique da Luz	normal	1	3079	EA
Bianca da Rocha	normal	3	4041	EE
Sophia da Cruz	normal	3	5498	MKT
Bianca Nascimento	normal	2	5752	CONT
Lorena Moura	normal	1	3894	TUR
Ana Laura Santos	normal	3	5170	TDMO
Brenda Freitas	normal	2	4589	EA
Maria Luiza Dias	normal	1	4298	EC
Alana Campos	normal	2	5982	CONT
Raul Aragao	normal	3	5927	EE
Augusto Porto	normal	2	5538	TDM
Alana Pires	normal	2	3744	TUR
Miguel Monteiro	normal	1	5642	MKT
Maria da Mata	normal	2	5648	GI
Joao Felipe Porto	normal	2	4929	CONT
Vitoria Oliveira	normal	2	4135	GE
Enzo Moreira	normal	2	5561	EI
Catarina Pinto	normal	1	5453	EA
Caue Rocha	normal	1	3185	EA
Rafael Moraes	normal	1	3426	TUR
Pedro Henrique da Rosa	normal	1	3811	MKT
Livia Porto	normal	2	3574	TDMO
Lucas Gabriel Jesus	normal	2	3695	TDM
Luiz Otavio Moreira	normal	1	5832	GI
Davi Caldeira	normal	1	5673	EE
Thomas da Rocha	normal	2	3633	EM
Vitor Gabriel da Mota	normal	3	5785	CONT
Brenda Dias	dirigente associativo	3	3421	EM
Pedro Henrique Cunha	normal	3	4278	EM
Milena Moreira	normal	2	5772	GE
Luigi Cardoso	normal	3	5495	GI
Igor Barros	normal	3	3794	CONT
Caroline Vieira	normal	1	5401	MKT
Pietro Campos	normal	2	5901	EC
Maria Sophia Santos	normal	3	3268	GI
Pedro Lucas da Luz	normal	2	4109	EI
Pietro Rocha	normal	2	3934	TDM
Lavinia Silva	normal	1	4612	EC
Paulo Carvalho	normal	1	5244	EE
Isis Goncalves	normal	3	3590	GI
Pietra Melo	normal	3	3537	CONT
Eduarda Souza	normal	1	3161	GE
Luigi Martins	normal	2	3076	TDMO
Lorenzo Costela	normal	2	3627	GI
Rafaela Castro	normal	1	4760	CONT
Eloah Ribeiro	normal	3	4531	CONT
Isis Moura	normal	2	4445	EM
Maria Vitoria Correia	normal	3	4744	EM
Alicia Campos	normal	1	3057	GI
Caue Moura	normal	1	5226	TUR
Marcos Vinicius Pinto	normal	3	5575	EM
Ian Ferreira	normal	2	5093	EI
Alicia Cunha	normal	2	5695	EA
Noah Pires	normal	3	4040	TDMO
Erick Carvalho	normal	2	4188	EE
Rodrigo Pereira	normal	1	4601	EM
Caroline Oliveira	normal	1	3745	EC
Mariane Barbosa	normal	3	3554	EC
Pedro Lucas Moura	normal	1	4925	EE
Davi Sales	normal	1	5068	TDM
Luigi Teixeira	normal	2	3338	EM
Maria Azevedo	normal	1	5980	EC
Benjamin da Mata	normal	1	4123	EE
Pedro Lucas Monteiro	normal	1	5308	GE
Gustavo Henrique Peixoto	normal	2	3227	EM
Erick Castro	normal	3	5187	MKT
Antonio da Mata	normal	1	4376	EM
Caroline Gomes	normal	3	3810	GI
Alana Monteiro	normal	1	5200	EE
Melissa Caldeira	normal	1	3016	EI
Gabriela Cardoso	normal	2	5325	EI
Enzo Gabriel Pires	normal	3	5562	GI
Maite Moura	normal	2	4786	GE
Yuri Jesus	normal	1	3609	TUR
Breno da Cruz	normal	1	4795	EM
Thomas Barbosa	normal	3	3638	EI
Maria Julia Pires	normal	1	5124	TDMO
Matheus da Mota	normal	2	5146	EC
Levi Oliveira	dirigente associativo	1	4076	EM
Sophie Freitas	normal	2	5515	TDM
Leonardo Souza	normal	3	4443	TDM
Maria Fernandes	normal	1	3602	GI
Joana Nunes	normal	1	4826	GE
Davi Luiz da Conceicao	normal	2	5880	GE
Gabriel Jesus	normal	3	4897	GI
Samuel Freitas	normal	3	3764	GI
Emanuella da Luz	trabalhador-estudante	2	4058	EI
Barbara Monteiro	trabalhador-estudante	3	3677	TUR
Raul Barros	trabalhador-estudante	2	4180	GI
Pedro Miguel Rezende	trabalhador-estudante	2	5782	TDMO
Gabrielly Moreira	trabalhador-estudante	3	5646	TUR
Luna Goncalves	trabalhador-estudante	2	4920	GI
Sofia Ferreira	trabalhador-estudante	2	5595	EC
Isaac Porto	trabalhador-estudante	3	4574	EM
Lucca Farias	trabalhador-estudante	3	3756	GE
Nina da Paz	trabalhador-estudante	1	3755	GI
Ana Livia Pereira	trabalhador-estudante	1	5866	GI
Joao Miguel Nogueira	trabalhador-estudante	3	4526	GE
Caue Rezende	trabalhador-estudante	2	4349	MKT
Joao Felipe Teixeira	trabalhador-estudante	1	4622	EM
Marina Pires	trabalhador-estudante	3	4682	TDMO
Danilo Nogueira	trabalhador-estudante	2	3817	EI
Arthur Oliveira	trabalhador-estudante	1	3538	EE
Luiz Miguel Monteiro	trabalhador-estudante	3	5534	TUR
Yuri Silva	trabalhador-estudante	2	5654	EI
Ana Julia Freitas	normal	3	5755	EI
Maysa da Cunha	normal	2	3785	EM
Noah Costa	normal	2	4669	GI
Ana Santos	normal	3	3918	MKT
Lavinia Oliveira	normal	3	3064	EI
Heitor Almeida	normal	1	4637	TDM
Sophie Pinto	normal	1	5889	GI
Leandro Vieira	normal	1	5062	GI
Camila Rocha	normal	2	4587	EI
Gabriela da Mota	normal	2	5148	GE
Pedro Viana	normal	3	4356	EE
Rebeca Cardoso	normal	1	4000	EE
Ana Carolina Rodrigues	normal	1	4803	EA
Noah Costa	normal	3	5011	MKT
Francisco da Mata	normal	3	4526	GE
Joao Gabriel da Rocha	normal	1	5883	EM
Isabella Melo	normal	3	5393	EE
Benjamin Monteiro	normal	2	4937	EI
Paulo Nascimento	normal	1	5410	GI
Daniela da Luz	normal	3	5753	EC
Davi Lucca Silva	normal	1	4777	MKT
Caua da Conceicao	normal	1	3448	TDMO
Alana Duarte	normal	1	5567	EC
Joao Lucas Silveira	normal	1	3901	TDM
Kamilly da Luz	dirigente associativo	3	3283	GI
Raquel Alves	normal	1	3266	CONT
Heitor Pereira	normal	3	5099	TDMO
Isabella Pires	normal	2	3905	MKT
Carlos Eduardo Peixoto	normal	1	4297	EM
Juliana Costela	normal	1	3081	GE
Emanuelly Alves	normal	2	5112	TUR
Esther Viana	normal	1	5603	EE
Pedro Henrique Santos	normal	3	5992	CONT
Luiz Felipe Silva	normal	1	5429	CONT
Maria Cecilia Cardoso	normal	3	4415	EE
Marcela Fernandes	normal	3	3510	CONT
Diego da Cruz	normal	3	5453	TDMO
Alana Rocha	normal	3	5395	GE
Manuela da Cunha	normal	1	4713	GI
Maria Clara Fernandes	normal	1	5689	CONT
Bernardo Castro	normal	1	5975	EI
Maria Luiza da Paz	normal	2	5576	CONT
Kamilly Barros	normal	2	3811	TUR
Ian Ferreira	normal	1	5940	GI
Benjamin Dias	normal	2	4616	EM
Ana Laura da Mata	normal	3	3618	TDM
Brenda Nogueira	normal	3	5198	MKT
Pedro Lucas Campos	normal	1	4447	GE
Caroline Rodrigues	normal	3	3812	EM
Raul Correia	normal	2	3491	EE
Joao Felipe Castro	normal	2	5624	CONT
Rafaela Sales	normal	3	4115	EI
Daniela Silva	normal	3	5493	EC
Davi Lucca da Conceicao	normal	1	4706	EC
Marina Freitas	normal	3	5312	EC
Heloisa Mendes	normal	1	5859	EE
Ana Viana	normal	2	5156	CONT
Bernardo da Rocha	normal	2	3701	EA
Joao Pedro da Costa	normal	2	5600	EM
Maria Luiza da Mota	normal	1	4879	EE
Bruna Cunha	normal	2	4190	EE
Heitor Pereira	normal	3	4079	EI
Maite Fogaca	normal	3	4963	EA
Melissa Nogueira	normal	1	4671	GE
Ana Luiza Moura	normal	2	5142	TDM
Igor Pereira	normal	2	4740	GE
Samuel Carvalho	normal	2	3058	EI
Juan da Cruz	normal	2	4946	TDMO
Carolina Costela	normal	3	3256	EA
Anthony Correia	normal	3	3887	GI
Ana Beatriz da Paz	normal	3	4059	MKT
Joao Guilherme Sales	normal	1	5337	EC
Enzo Gabriel Costa	normal	2	3068	TDM
Carolina da Cruz	normal	3	3019	GI
Ana Laura Moura	normal	3	4178	TUR
Daniel Aragao	normal	1	3190	TDM
Felipe Nogueira	normal	2	5064	EA
Barbara Cardoso	normal	2	4563	EE
Juliana Fogaca	normal	1	4154	CONT
Leandro Aragao	normal	3	5757	EC
Breno Nogueira	normal	1	5529	EA
Rafael Oliveira	normal	3	3581	CONT
Luiz Miguel Correia	normal	1	3455	EI
Alana Araujo	normal	1	5828	GE
Murilo Fogaca	normal	3	5702	EI
Caue Oliveira	normal	2	4936	GI
Elisa Farias	normal	2	5761	GI
Marina Freitas	normal	3	4773	EC
Maite Fernandes	normal	1	3423	CONT
Lavinia Oliveira	normal	2	5025	EI
Nicolas Barros	normal	3	3359	GE
Daniela Moura	normal	2	3633	EM
Luigi Carvalho	normal	2	3141	EC
Francisco Pinto	normal	3	4184	TDMO
Elisa Santos	normal	2	3967	EE
Bryan da Mota	normal	1	5119	TUR
Ana Vitoria Ferreira	normal	1	4968	EM
Theo Sales	normal	1	3252	CONT
Alice da Conceicao	normal	3	5051	EA
Joao Correia	normal	2	4526	EM
Rodrigo Jesus	normal	3	5241	EI
Theo Ferreira	normal	3	4013	CONT
Helena Porto	normal	1	5415	MKT
Pedro Lucas Pereira	normal	2	5890	EA
Helena Vieira	normal	2	5516	EI
Nicolas Cardoso	normal	2	5777	GI
Alice Araujo	normal	2	5483	TDMO
Evelyn Fogaca	normal	3	4788	GE
Lucca da Rosa	normal	1	3671	TDMO
Felipe Fernandes	normal	2	3079	EE
Theo Jesus	normal	3	5470	EM
Camila da Cunha	normal	2	4093	EA
Luana da Mota	normal	3	3658	TDM
Vitor Hugo Duarte	normal	3	4452	GI
Caroline Ribeiro	normal	2	3195	CONT
Pedro Miguel Cardoso	normal	2	3600	EA
Matheus Barbosa	normal	1	4703	EE
Vitor Gabriel Moura	normal	3	3149	TDMO
Carolina Pereira	normal	3	3473	EM
Emanuelly Monteiro	normal	2	4009	TDMO
Agatha Rodrigues	normal	3	3208	EM
Catarina Monteiro	dirigente associativo	1	3584	EA
Caue Campos	normal	1	5764	EA
Ian Monteiro	normal	1	3893	EC
Andre Pinto	normal	1	4071	TDMO
Alexandre da Rocha	normal	3	5386	GI
Guilherme Nogueira	normal	1	5155	CONT
Lara Lopes	normal	1	4332	TUR
Valentina Martins	normal	3	3782	EA
Noah Costela	normal	2	4652	TDM
Isabella Nascimento	normal	2	3026	TUR
Daniel Araujo	normal	1	3993	MKT
Maria Sophia Freitas	normal	2	3148	TDM
Joao Miguel da Conceicao	normal	1	4088	EE
Eduarda Rezende	normal	1	4433	EM
Thiago Teixeira	trabalhador-estudante	1	5774	EA
Igor das Neves	trabalhador-estudante	3	3363	TUR
Olivia Alves	trabalhador-estudante	3	4799	EI
Maria Cecilia Lima	trabalhador-estudante	1	3645	EC
Nicolas Nogueira	trabalhador-estudante	1	3684	EC
Otavio Nunes	trabalhador-estudante	1	4697	GE
Joao Pedro Ribeiro	trabalhador-estudante	2	5472	EI
Pedro Henrique Cunha	trabalhador-estudante	1	4052	TDMO
Calebe Souza	trabalhador-estudante	3	4949	GE
Paulo Alves	trabalhador-estudante	3	4158	EI
Isadora Carvalho	trabalhador-estudante	1	4122	EA
Isabella Carvalho	trabalhador-estudante	2	3395	EI
Elisa da Mata	trabalhador-estudante	1	5812	EI
Maria Silveira	trabalhador-estudante	3	5063	EM
Noah Melo	trabalhador-estudante	1	3887	TUR
Maria Alice Gomes	trabalhador-estudante	2	5939	EE
Theo Viana	trabalhador-estudante	2	4209	MKT
Laura Ribeiro	trabalhador-estudante	1	3235	CONT
Isis da Mota	trabalhador-estudante	1	5405	EA
Kamilly Carvalho	trabalhador-estudante	3	5942	EC
Luiz Felipe Rodrigues	trabalhador-estudante	2	4214	EC
Stella Nunes	trabalhador-estudante	1	5489	EC
Ana Julia Barbosa	trabalhador-estudante	3	5987	TDMO
Maria Cecilia Alves	normal	2	4196	EM
Isabel Nunes	normal	3	3486	EA
Alice Moreira	normal	2	3799	EE
Carlos Eduardo Viana	normal	3	4720	EA
Ana Vitoria Santos	normal	2	4753	GE
Maria Cecilia Moura	normal	2	5088	TUR
Sophia Alves	normal	1	4932	EC
Sofia Castro	normal	3	3881	CONT
Diogo Moreira	normal	1	5677	GI
Beatriz Rocha	normal	1	5597	TDMO
Isis Ferreira	normal	3	5003	EC
Davi Ribeiro	normal	1	4825	EI
Luiz Miguel Cardoso	normal	1	3985	MKT
Alicia Ribeiro	normal	1	3105	GI
Guilherme Novaes	normal	1	5659	EI
Joao Felipe Melo	normal	3	5164	GI
Marcos Vinicius da Mata	normal	3	3736	EA
Laura Campos	normal	2	5316	EI
Isis Araujo	dirigente associativo	1	4024	EI
Joao Gabriel Goncalves	normal	1	5231	CONT
Theo Melo	normal	1	5052	EA
Lucca Dias	normal	2	3240	EM
Lorena da Mota	normal	2	4295	GI
Enrico Carvalho	normal	1	3788	EM
Pietro Fernandes	normal	1	5810	EC
Emanuella da Cunha	normal	2	4405	EA
Diego Oliveira	normal	1	4964	TDMO
Gustavo Cardoso	normal	2	4583	EC
Henrique Cardoso	normal	3	3020	MKT
Ana Sophia Ramos	normal	1	4189	EM
Joao Gabriel Nascimento	normal	1	5629	TDM
Vitoria Carvalho	normal	3	4844	GE
Mariane Campos	normal	1	4986	TUR
Miguel Sales	normal	3	5869	GI
Alice Pires	normal	1	3692	EE
Isadora Moraes	normal	1	4103	MKT
Nicolas Nascimento	normal	2	5043	GI
Rafael Barros	normal	2	4489	CONT
Ana Sophia Jesus	normal	1	5450	EE
Joao Lucas Cardoso	normal	1	4154	TDMO
Lucas Gabriel Peixoto	normal	2	4804	TDMO
Gabriel Castro	normal	1	4374	TUR
Joao Porto	normal	3	3509	TDM
Maria Vieira	normal	3	3633	EA
Yasmin da Conceicao	normal	2	4666	EE
Sophia Castro	normal	3	4286	EI
Luiz Fernando da Mota	normal	3	4173	TDM
Nathan Santos	normal	2	5489	TDM
Vitoria Moraes	normal	1	3172	EA
Ana Sophia Fernandes	normal	3	4971	TDMO
Eloah Rodrigues	dirigente associativo	1	5095	EM
Lucca da Paz	normal	1	5683	MKT
Vinicius Farias	normal	1	3908	TDM
Otavio Pinto	normal	1	5094	EC
Gabriel Viana	normal	2	5206	TUR
Lorena Costela	normal	3	3237	EE
Joao Miguel Pereira	normal	1	5081	MKT
Stephany Ramos	normal	1	4646	TDM
Vinicius Santos	normal	3	3365	EE
Joao Felipe Viana	normal	2	5772	EC
Brenda Souza	normal	1	5339	EA
Maria Julia Goncalves	normal	3	4557	MKT
Lavinia Caldeira	normal	3	4333	CONT
Maria Julia Souza	normal	2	4908	EC
Yasmin Freitas	normal	3	3624	MKT
Luiz Gustavo Moreira	normal	3	5868	GI
Helena Sales	normal	1	3635	TUR
Clarice Moreira	normal	1	5739	EC
Yasmin Rezende	normal	1	5310	TDMO
Alexandre Santos	normal	1	4971	EA
Kamilly Farias	normal	3	3461	MKT
Caua da Cunha	normal	2	4781	CONT
Diego da Paz	normal	3	5248	EA
Leandro Costa	normal	2	4530	EC
Joao Pedro das Neves	normal	1	3786	TDM
Maite Ramos	normal	1	3998	EC
Yago Nascimento	normal	2	5104	GE
Eduarda Teixeira	normal	2	5209	EM
Clara Nogueira	normal	1	4030	EE
Luigi da Cruz	normal	2	5696	GI
Maria Luiza da Mata	normal	2	4035	MKT
Elisa da Conceicao	normal	1	5608	MKT
Davi Fernandes	normal	1	5107	CONT
Stella Lima	dirigente associativo	2	3277	EA
Pietra Carvalho	normal	2	3911	TUR
Joao Miguel da Costa	normal	1	3282	TDM
Sofia Moreira	normal	2	5058	TUR
Clarice da Luz	normal	3	3364	MKT
Alexandre Fogaca	normal	1	4665	EI
Vitoria Farias	normal	3	4467	EC
Fernanda Fogaca	normal	2	4080	EI
Joao Vitor Nogueira	normal	3	3756	MKT
Fernando Silveira	normal	3	4954	MKT
Augusto Nascimento	normal	3	3159	EE
Leonardo Porto	normal	1	5844	EC
Danilo Lima	normal	1	3510	GI
Theo Rodrigues	normal	1	4188	EM
Thomas Nunes	normal	1	3830	EC
Isaac Araujo	normal	3	5598	EE
Carlos Eduardo Silveira	normal	1	4639	TUR
Ryan da Conceicao	normal	1	4997	TDM
Henrique Castro	normal	1	5881	EM
Nicole Nunes	normal	1	5408	GE
Pedro Costela	normal	2	3204	EE
Yuri Costela	normal	2	5781	GE
Amanda Viana	normal	1	3872	CONT
Lorena Melo	normal	2	4618	EC
Murilo Fernandes	normal	1	3664	TDMO
Luiz Gustavo Pires	normal	3	5781	EC
Joao Miguel Monteiro	normal	3	4841	GE
Leonardo Freitas	normal	3	3021	TUR
Kaique Rocha	normal	1	3814	GE
Leticia Moreira	normal	1	3423	CONT
Thales da Conceicao	normal	2	5976	EM
Joao Lucas Ribeiro	normal	2	5818	GI
Marcela Costela	normal	2	5856	TUR
Stephany Goncalves	normal	2	4197	CONT
Eduardo Fogaca	normal	1	3683	EC
Renan Rezende	normal	2	3575	TUR
Vicente Aragao	dirigente associativo	1	4437	GI
Andre Rodrigues	normal	3	3277	EC
Ana Luiza Sales	normal	2	3913	MKT
Lucas Moreira	normal	3	5197	EM
Renan da Costa	normal	1	3937	TDM
Luiz Henrique Nogueira	normal	3	5919	MKT
Emanuella Peixoto	normal	1	3844	EM
Davi Lucca Pereira	normal	1	3806	GE
Caroline Viana	normal	1	4034	TDM
Davi Lucas Farias	normal	1	5859	EI
Raul Goncalves	trabalhador-estudante	2	5433	EC
Isadora Cavalcanti	trabalhador-estudante	3	4660	EE
Leticia Porto	trabalhador-estudante	3	3329	EM
Lorena da Mota	trabalhador-estudante	3	3422	EI
Sabrina da Costa	trabalhador-estudante	2	3651	TDMO
Davi Lucca Cardoso	trabalhador-estudante	2	5450	TDM
Lavinia Fogaca	trabalhador-estudante	1	3421	EA
Ana Clara Novaes	trabalhador-estudante	1	4341	CONT
Ryan Campos	trabalhador-estudante	1	5714	TDMO
Yago Goncalves	trabalhador-estudante	1	3159	CONT
Maite Gomes	trabalhador-estudante	1	5871	MKT
Joao Felipe Barros	trabalhador-estudante	2	4322	TDMO
Levi Nogueira	trabalhador-estudante	2	5394	EA
Luiz Miguel Pereira	trabalhador-estudante	1	4369	GI
Joao Pinto	trabalhador-estudante	3	4902	EE
Yasmin Souza	trabalhador-estudante	1	3077	GI
Elisa Mendes	trabalhador-estudante	3	5963	EM
Bianca Vieira	trabalhador-estudante	1	5605	MKT
Thomas Castro	trabalhador-estudante	2	4939	EA
Thomas Pinto	trabalhador-estudante	2	4453	EE
Ana Sophia Lopes	trabalhador-estudante	1	5074	EC
Clarice da Mata	trabalhador-estudante	2	5102	EC
Gabrielly da Cunha	trabalhador-estudante	1	4499	TUR
Lais Campos	trabalhador-estudante	1	3435	GI
Vitor Hugo Santos	trabalhador-estudante	2	4594	EA
Clarice Dias	trabalhador-estudante	1	4827	GI
Emilly Fogaca	trabalhador-estudante	2	5810	TDMO
Francisco da Conceicao	trabalhador-estudante	3	4080	EM
Yasmin Lopes	trabalhador-estudante	2	4829	MKT
Vitoria Goncalves	trabalhador-estudante	1	3467	EI
Pedro Freitas	trabalhador-estudante	3	5720	EM
Thiago Costela	trabalhador-estudante	3	3803	EA
Larissa Souza	trabalhador-estudante	2	5223	EE
Leticia Goncalves	trabalhador-estudante	3	5373	EM
Gabrielly da Cruz	trabalhador-estudante	2	5779	GI
Julia Campos	trabalhador-estudante	1	3447	TDMO
Erick Teixeira	trabalhador-estudante	2	4641	EA
Nicolas Duarte	trabalhador-estudante	3	5120	MKT
Calebe Silveira	trabalhador-estudante	1	5357	MKT
Juliana Cardoso	trabalhador-estudante	1	5730	GI
Emilly Cardoso	trabalhador-estudante	2	5766	EI
Vitor Nunes	normal	2	5373	TDMO
Benjamin Nascimento	normal	2	3544	GI
Erick Nunes	normal	3	3079	CONT
Ana Sophia Peixoto	normal	3	3481	EE
Eduardo Nogueira	normal	2	5473	MKT
Valentina Nunes	normal	2	3290	TUR
Isabella Carvalho	normal	3	4087	EI
Joana Araujo	normal	2	3028	MKT
Fernanda Melo	normal	3	5639	EC
Kevin Silveira	normal	3	3127	EE
Julia Cavalcanti	normal	3	5268	CONT
Alice Freitas	normal	2	4939	TDM
Valentina Alves	normal	1	3367	GI
Maria Fernanda da Luz	dirigente associativo	1	3602	EM
Agatha Freitas	normal	2	4482	TDMO
Natalia Ferreira	normal	2	3136	EM
Ana Alves	normal	2	3747	EI
Felipe Ferreira	normal	3	3213	MKT
Maite Freitas	normal	1	3550	TUR
Luiz Otavio da Cruz	normal	1	3728	EI
Joana da Cunha	normal	3	3896	EI
Alana Fernandes	normal	2	4244	CONT
Eduarda Nunes	normal	2	5036	GE
Leonardo Dias	normal	2	4516	TDMO
Yago Duarte	normal	3	4566	EM
Maria Luiza Azevedo	normal	1	5206	EC
Felipe Duarte	normal	2	4153	TUR
Isabelly Silva	normal	1	5002	EI
Maria Fernanda Nunes	normal	1	4566	EA
Isadora da Mota	normal	3	3059	EM
Natalia Gomes	normal	2	5408	EI
Esther Costa	normal	3	5335	EA
Heitor Costela	normal	1	4400	EM
Laura Fogaca	normal	2	4959	TDMO
Luiza Lima	dirigente associativo	1	3211	TDM
Daniel da Cruz	normal	1	5852	TDMO
Maria Vitoria Cunha	normal	1	3911	CONT
Joao Vitor Farias	normal	3	5080	EM
Ana Julia Peixoto	normal	2	5563	EC
Maria Clara Silveira	normal	2	5408	GE
Mariana Rodrigues	normal	2	5831	EA
Clarice Fernandes	normal	2	4104	EA
Vitoria da Cunha	normal	1	3041	TUR
Felipe Mendes	normal	1	3630	TDMO
Levi da Mata	normal	1	4832	CONT
Melissa da Rosa	normal	2	5157	TDM
Ana Luiza Silva	normal	1	4389	CONT
Helena Nunes	normal	1	4334	EA
Vitoria Rezende	normal	3	5791	MKT
Emanuel Silveira	normal	2	4726	EI
Maria Fernanda Peixoto	normal	2	3763	GE
Barbara da Paz	normal	2	3768	EA
Maria Cecilia Moura	normal	1	5461	CONT
Camila Silva	normal	1	3980	EC
Emanuel Rocha	normal	1	5436	CONT
Lais Azevedo	normal	1	5994	GE
Isabella Goncalves	normal	3	4160	TDM
Catarina Caldeira	normal	3	4820	MKT
Isadora Lopes	normal	1	3789	MKT
Isadora Rocha	normal	2	5138	MKT
Raquel das Neves	normal	1	3042	GI
Barbara Silva	dirigente associativo	2	4001	EC
Caroline Rocha	normal	1	4882	MKT
Kamilly Ferreira	normal	3	5577	TUR
Gabrielly Melo	normal	2	5979	EM
Leandro da Conceicao	normal	3	3877	EA
Luna Nascimento	normal	2	4854	EE
Olivia Porto	atleta	1	5733	TDM
Davi Lucca Nogueira	normal	2	4985	EM
Pedro Silveira	normal	1	3704	TDM
Daniela Rocha	normal	1	4167	EM
Luiz Otavio Almeida	normal	2	4272	GI
Giovanna Ferreira	normal	1	5671	EE
Anthony Souza	normal	1	3402	TDMO
Helena Sales	normal	2	3541	EC
Yago da Cunha	normal	2	4975	GE
Isis Azevedo	normal	2	3104	EM
Julia Fernandes	normal	2	3886	TDMO
Amanda Martins	normal	3	3613	TDMO
Sofia Oliveira	normal	2	5067	EI
Pedro Miguel Duarte	normal	2	4424	GE
Larissa da Cunha	normal	2	5387	CONT
Eloah Araujo	normal	1	4325	TDMO
Joao Felipe Alves	normal	3	5134	TDM
Ana Laura Rezende	normal	2	4662	TDMO
Lucca Duarte	normal	1	3811	EM
Joaquim Ramos	normal	2	5671	CONT
Enrico Nascimento	normal	3	3250	GI
Emanuelly Pinto	atleta	2	5428	TDM
Leandro da Rocha	atleta	1	4003	CONT
Marina Goncalves	atleta	1	4363	EA
Alice Gomes	atleta	1	5118	CONT
Luigi Costela	atleta	3	3840	EA
Ana Laura Moreira	normal	1	3547	MKT
Esther Jesus	normal	3	5509	EM
Nicole da Costa	normal	3	5764	TDM
Maysa Teixeira	normal	2	5656	EE
Cecilia Freitas	normal	1	5126	GI
Thales Ramos	normal	2	4917	TUR
Alana Campos	normal	3	3122	EI
Benicio Dias	normal	2	3564	GI
Erick Ribeiro	normal	1	3012	TDMO
Clara Pires	normal	2	5852	TUR
Mariana Pinto	normal	2	5679	EA
Matheus Costela	normal	1	4592	EA
Emilly Moreira	normal	2	4250	EC
Joao Gabriel da Luz	normal	1	5571	TDM
Thiago Ferreira	normal	3	3087	CONT
Maria Luiza Aragao	normal	2	5240	EE
Ana Luiza da Cunha	normal	2	5291	TDM
Barbara Alves	normal	1	4557	TDM
Ian Castro	normal	2	4485	GI
Marcela Nogueira	normal	1	5536	EC
Valentina Novaes	normal	3	5517	TDMO
Emanuelly Correia	normal	3	4405	GE
Gustavo Henrique Vieira	normal	1	5324	TDM
Ryan Nascimento	dirigente associativo	1	3659	CONT
Eduarda Cardoso	dirigente associativo	3	5906	EE
Natalia Goncalves	dirigente associativo	3	3736	CONT
Davi Correia	dirigente associativo	2	3578	MKT
Anthony Nogueira	dirigente associativo	3	4972	TDMO
Ana Barbosa	dirigente associativo	3	3356	EI
Andre Oliveira	dirigente associativo	2	4859	EC
Ana Fogaca	dirigente associativo	1	5736	EA
